,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture)
4537,289.47,128.78,0.0,215.01,0.0,935.95,745.74
4538,253.72,193.92,0.0,246.79,0.0,1012.58,787.78
4539,285.11,123.07,0.0,265.28,0.0,865.01,800.87
4540,328.97,0.0,0.0,114.79,8.78,1015.26,888.1
4541,369.07,0.0,0.0,136.0,8.69,1073.5,842.91
4542,357.84,0.0,0.0,158.56,0.0,1008.28,944.16
4543,256.61,150.82,0.0,257.95,0.0,997.24,710.04
4544,294.66,0.0,87.31,134.6,8.56,934.87,772.69
4545,435.91,0.0,0.0,229.91,0.0,1018.26,776.28
4546,325.27,0.0,0.0,176.15,0.0,1098.46,899.02
4547,441.3,0.0,0.0,176.96,0.0,969.56,760.92
4548,305.42,0.0,0.0,184.28,0.0,897.73,864.84
4549,363.97,0.0,0.0,243.45,0.0,886.98,843.56
4550,381.34,0.0,0.0,232.53,0.0,946.55,769.07
4551,234.2,0.0,85.94,220.47,0.0,1019.65,791.75
4552,341.03,0.0,0.0,154.22,0.0,957.84,765.44
4553,262.65,119.41,0.0,229.09,0.0,1029.67,720.89
4554,447.23,0.0,0.0,238.81,0.0,904.53,867.3
4555,448.13,0.0,0.0,281.64,0.0,784.49,774.98
4556,303.17,0.0,0.0,193.89,0.0,969.63,841.1
4557,270.31,155.64,0.0,146.63,8.01,1078.43,806.37
4558,431.62,0.0,0.0,301.34,0.0,903.46,752.67
4559,316.42,0.0,0.0,191.07,0.0,1068.39,876.28
4560,325.3,0.0,111.19,265.25,0.0,896.91,895.3
4561,242.25,159.56,0.0,174.43,0.0,1068.53,772.99
4562,173.91,148.48,0.0,204.86,0.0,988.95,684.4
4563,368.41,0.0,0.0,142.63,9.4,1027.3,736.93
4564,413.62,0.0,0.0,254.1,0.0,960.06,676.2
4565,412.3,0.0,0.0,163.54,8.14,1010.53,800.68
4566,214.67,211.24,0.0,218.3,0.0,934.94,836.78
4567,371.86,0.0,0.0,120.03,9.85,1002.21,724.9
4568,227.21,122.84,0.0,242.62,0.0,996.15,890.47
4569,323.38,0.0,0.0,140.47,0.0,1046.1,800.7
4570,409.93,0.0,0.0,250.81,0.0,973.25,811.55
4571,241.92,105.4,0.0,135.74,6.08,991.88,793.79
4572,425.45,0.0,0.0,209.47,0.0,1088.69,742.36
4573,255.66,0.0,93.05,154.75,0.0,1012.16,865.12
4574,227.97,155.09,0.0,154.96,0.0,1120.12,777.67
4575,325.09,0.0,106.79,146.64,5.86,1006.38,678.56
4576,336.12,0.0,90.82,248.69,0.0,1003.45,775.5
4577,247.89,194.41,0.0,195.92,0.0,906.67,802.77
4578,301.81,0.0,0.0,200.1,0.0,942.07,870.0
4579,446.21,0.0,0.0,288.87,0.0,989.13,744.5
4580,190.42,110.2,0.0,154.49,0.0,1054.19,948.96
4581,379.77,0.0,0.0,133.83,7.18,972.05,903.21
4582,304.83,131.42,0.0,285.97,0.0,897.58,808.66
4583,229.19,190.98,0.0,230.26,0.0,794.63,771.35
4584,380.71,0.0,0.0,155.7,0.0,951.74,859.34
4585,336.68,0.0,0.0,221.35,0.0,1065.52,836.83
4586,330.97,0.0,0.0,127.08,9.3,974.17,846.08
4587,209.61,188.49,0.0,229.6,0.0,897.49,768.68
4588,357.47,0.0,0.0,172.35,0.0,985.76,928.53
4589,293.7,0.0,93.84,240.16,0.0,954.19,879.18
4590,373.38,0.0,0.0,254.71,0.0,1036.86,759.1
4591,259.61,113.45,0.0,208.86,0.0,921.87,800.5
4592,343.16,0.0,0.0,214.85,0.0,1081.72,837.63
4593,191.97,118.1,0.0,188.95,0.0,1098.93,867.61
4594,277.19,0.0,74.77,185.92,0.0,1034.64,879.32
4595,180.91,142.47,0.0,197.16,0.0,1018.24,898.92
4596,387.29,0.0,0.0,170.85,0.0,972.25,717.21
4597,446.63,0.0,0.0,161.89,8.05,950.8,695.04
4598,443.87,0.0,0.0,266.67,0.0,783.51,720.6
4599,241.67,158.75,0.0,160.47,0.0,1006.44,769.89
4600,185.39,173.46,0.0,116.67,8.31,1089.82,807.8
4601,214.76,105.21,0.0,177.3,0.0,1096.73,779.97
4602,422.71,0.0,0.0,254.72,0.0,949.74,806.36
4603,360.12,0.0,0.0,215.96,0.0,999.29,881.04
4604,287.57,0.0,114.01,141.45,9.63,1074.59,842.92
4605,317.04,0.0,109.99,206.45,0.0,1022.79,828.48
4606,438.32,0.0,0.0,180.02,0.0,1034.36,722.26
4607,412.17,0.0,0.0,271.62,0.0,831.9,720.82
4608,376.53,0.0,0.0,174.04,0.0,969.96,948.4
4609,306.14,0.0,108.73,281.91,0.0,921.66,634.11
4610,242.53,0.0,90.89,173.25,0.0,1097.34,808.09
4611,441.45,0.0,0.0,189.53,0.0,1002.21,711.23
4612,350.3,0.0,0.0,130.1,7.7,1068.45,726.06
4613,228.76,214.11,0.0,300.36,0.0,830.54,720.0
4614,315.46,0.0,130.09,139.32,6.08,1004.58,746.2
4615,419.1,0.0,0.0,244.19,0.0,1011.92,684.12
4616,440.68,0.0,0.0,134.19,5.88,1115.39,766.29
4617,415.09,0.0,0.0,225.68,0.0,1033.02,795.38
4618,192.24,122.33,0.0,142.99,0.0,986.14,821.97
4619,241.38,0.0,79.95,203.51,0.0,1069.39,855.48
4620,441.6,0.0,0.0,291.65,0.0,888.64,845.58
4621,294.12,0.0,111.21,197.74,0.0,948.38,885.02
4622,383.8,0.0,0.0,155.01,0.0,980.03,921.22
4623,295.33,147.5,0.0,177.0,5.37,992.48,771.87
4624,436.31,0.0,0.0,214.21,0.0,956.65,827.91
4625,309.62,0.0,96.29,215.96,0.0,1053.8,803.28
4626,225.53,135.92,0.0,137.34,5.66,1062.81,807.83
4627,395.26,0.0,0.0,264.4,0.0,888.68,692.48
4628,268.76,0.0,112.53,144.12,5.67,1061.78,839.01
4629,248.8,0.0,63.25,136.81,0.0,934.9,868.56
4630,341.54,0.0,0.0,185.28,0.0,1165.11,786.32
4631,418.22,0.0,0.0,266.59,0.0,845.47,675.04
4632,397.03,0.0,0.0,246.5,0.0,1071.36,777.95
4633,302.95,0.0,109.27,243.35,0.0,963.25,746.06
4634,296.47,0.0,81.05,151.01,0.0,996.1,902.49
4635,446.35,0.0,0.0,153.44,9.82,964.34,742.9
4636,261.94,149.76,0.0,199.31,0.0,978.07,665.54
4637,319.93,0.0,82.81,231.99,0.0,1054.55,782.54
4638,432.9,0.0,0.0,192.62,0.0,884.43,739.88
4639,401.59,0.0,0.0,149.86,9.12,967.59,965.27
4640,186.65,154.52,0.0,229.46,0.0,989.72,856.23
4641,278.57,0.0,116.54,218.83,0.0,928.72,671.73
4642,214.21,0.0,88.28,169.94,0.0,990.5,935.05
4643,312.59,0.0,0.0,143.51,0.0,1039.2,780.84
4644,373.45,0.0,0.0,255.63,0.0,1007.45,738.37
4645,325.07,0.0,0.0,215.64,0.0,1041.93,876.17
4646,192.23,116.23,0.0,128.98,0.0,981.74,895.38
4647,262.83,169.42,0.0,216.91,0.0,956.38,643.48
4648,324.12,0.0,0.0,211.81,0.0,962.72,746.71
4649,372.92,0.0,0.0,117.87,5.59,1081.5,759.99
4650,324.01,0.0,0.0,149.63,0.0,974.7,906.11
4651,259.63,157.58,0.0,158.0,9.16,1081.11,766.2
4652,401.59,0.0,0.0,136.04,5.25,965.03,777.25
4653,310.05,0.0,119.87,276.95,0.0,916.04,702.38
4654,351.28,0.0,89.96,207.43,0.0,1061.31,772.33
4655,261.06,0.0,87.88,194.92,0.0,1002.87,840.36
4656,344.67,0.0,90.26,149.72,5.95,881.8,865.57
4657,426.63,0.0,0.0,260.53,0.0,943.36,834.09
4658,369.0,0.0,0.0,148.39,0.0,952.53,898.52
4659,331.1,0.0,0.0,216.34,0.0,988.76,924.17
4660,400.06,0.0,0.0,155.79,8.11,946.29,820.27
4661,444.91,0.0,0.0,275.28,0.0,971.79,807.49
4662,284.77,0.0,79.83,232.76,0.0,883.85,807.37
4663,309.57,0.0,127.77,290.31,0.0,890.14,717.71
4664,282.82,137.49,0.0,209.97,0.0,976.48,735.05
4665,435.51,0.0,0.0,233.97,0.0,1022.79,760.7
4666,421.72,0.0,0.0,219.02,0.0,953.62,826.18
4667,350.94,0.0,0.0,152.21,0.0,1088.13,815.28
4668,427.42,0.0,0.0,246.91,0.0,930.86,872.73
4669,328.09,0.0,91.35,129.17,7.26,903.6,843.51
4670,165.07,150.23,0.0,158.61,0.0,991.62,971.43
4671,444.52,0.0,0.0,158.47,6.9,1068.21,816.4
4672,394.05,0.0,0.0,143.77,9.5,977.68,847.14
4673,317.2,0.0,86.36,182.92,0.0,1009.23,785.37
4674,268.96,158.19,0.0,170.13,8.49,1015.8,849.73
4675,257.81,0.0,108.08,205.93,0.0,1020.56,879.4
4676,329.2,0.0,0.0,161.02,0.0,915.91,909.28
4677,203.7,103.8,0.0,94.3,8.91,1134.23,806.26
4678,408.61,0.0,0.0,185.94,0.0,889.42,857.14
4679,373.96,0.0,0.0,255.46,0.0,921.33,789.84
4680,397.52,0.0,0.0,222.67,0.0,1054.91,822.66
4681,389.69,0.0,0.0,261.59,0.0,918.14,850.46
4682,314.77,0.0,0.0,207.27,0.0,1006.41,883.24
4683,212.47,128.78,0.0,172.07,0.0,996.47,765.96
4684,252.27,134.14,0.0,218.48,0.0,970.87,668.86
4685,386.88,0.0,0.0,243.47,0.0,1003.37,767.17
4686,252.78,0.0,102.96,171.3,0.0,1086.69,734.32
4687,446.1,0.0,0.0,166.93,9.04,923.88,751.76
4688,253.15,161.78,0.0,152.17,7.02,869.13,841.48
4689,437.39,0.0,0.0,159.16,6.74,957.76,942.19
4690,238.48,138.93,0.0,248.66,0.0,873.08,782.58
4691,430.86,0.0,0.0,215.61,0.0,950.22,842.35
4692,442.3,0.0,0.0,170.5,6.5,1016.81,700.96
4693,432.96,0.0,0.0,280.13,0.0,845.61,749.42
4694,219.99,144.12,0.0,148.04,0.0,1013.91,894.77
4695,427.39,0.0,0.0,180.29,0.0,1093.46,790.02
4696,395.04,0.0,0.0,241.64,0.0,1062.08,791.44
4697,417.59,0.0,0.0,215.25,0.0,860.27,809.32
4698,428.4,0.0,0.0,158.21,7.19,910.34,750.66
4699,245.66,151.29,0.0,200.23,0.0,863.29,837.87
4700,265.82,160.91,0.0,187.39,0.0,888.44,723.63
4701,235.45,160.22,0.0,227.09,0.0,1049.21,818.63
4702,427.38,0.0,0.0,209.96,0.0,1018.32,712.86
4703,365.1,0.0,0.0,140.48,5.56,887.29,847.73
4704,176.16,124.78,0.0,202.04,0.0,940.44,913.8
4705,268.13,179.76,0.0,208.42,0.0,1012.55,718.34
4706,233.59,174.67,0.0,141.17,9.84,1031.29,880.36
4707,292.59,0.0,124.48,262.38,0.0,882.06,687.24
4708,442.84,0.0,0.0,188.48,0.0,968.83,702.46
4709,355.23,0.0,89.88,219.91,0.0,943.44,812.84
4710,409.63,0.0,0.0,250.52,0.0,1027.87,783.26
4711,263.83,0.0,104.37,170.36,0.0,967.58,742.31
4712,316.46,0.0,95.49,223.04,0.0,1021.16,708.85
4713,347.13,0.0,101.41,267.98,0.0,1009.42,756.91
4714,321.63,0.0,125.32,153.37,7.72,1025.73,841.24
4715,312.24,0.0,113.11,249.33,0.0,969.55,817.18
4716,237.31,170.69,0.0,213.73,0.0,926.53,728.42
4717,346.69,0.0,0.0,182.04,0.0,1068.35,783.37
4718,424.74,0.0,0.0,137.16,7.75,857.43,807.27
4719,254.45,172.61,0.0,143.25,9.75,918.35,857.08
4720,281.85,0.0,75.52,117.65,9.75,981.24,760.67
4721,420.4,0.0,0.0,211.92,0.0,895.71,865.91
4722,321.93,0.0,0.0,125.15,8.72,1095.76,881.39
4723,232.82,154.3,0.0,241.54,0.0,1064.81,801.53
4724,429.93,0.0,0.0,239.19,0.0,896.26,726.64
4725,270.74,143.38,0.0,207.31,0.0,848.21,789.99
4726,318.11,0.0,0.0,106.17,9.05,938.45,880.1
4727,408.44,0.0,0.0,141.34,9.51,919.57,760.72
4728,423.03,0.0,0.0,245.06,0.0,852.91,703.74
4729,284.66,152.96,0.0,220.03,0.0,978.81,720.33
4730,363.55,0.0,0.0,242.63,0.0,1004.24,772.59
4731,229.62,186.48,0.0,197.47,0.0,922.9,774.0
4732,383.71,0.0,0.0,244.51,0.0,919.38,843.59
4733,315.09,0.0,0.0,148.84,0.0,990.29,955.94
4734,261.09,171.52,0.0,140.33,6.29,1079.92,845.99
4735,429.07,0.0,0.0,202.82,0.0,864.6,839.19
4736,266.21,165.32,0.0,271.56,0.0,948.23,784.78
4737,235.55,128.7,0.0,193.27,0.0,1058.9,753.58
4738,247.56,178.09,0.0,131.95,9.03,1069.99,842.39
4739,293.73,0.0,101.89,139.48,7.95,943.52,798.32
4740,328.8,0.0,0.0,116.02,5.01,1046.05,800.92
4741,217.34,170.68,0.0,142.6,6.44,1048.67,710.71
4742,333.92,0.0,0.0,134.73,0.0,956.21,925.2
4743,426.39,0.0,0.0,296.03,0.0,901.78,794.58
4744,187.99,174.75,0.0,137.24,6.66,1060.36,934.03
4745,232.4,176.55,0.0,232.19,0.0,947.02,890.53
4746,323.48,0.0,0.0,152.25,0.0,1119.22,901.33
4747,314.78,0.0,0.0,124.67,7.14,1065.13,736.77
4748,161.5,147.11,0.0,153.91,0.0,1030.17,952.24
4749,326.57,0.0,0.0,227.11,0.0,1079.95,780.03
4750,293.86,0.0,110.72,270.49,0.0,873.28,805.89
4751,437.41,0.0,0.0,163.96,9.09,878.11,762.87
4752,377.81,0.0,0.0,262.18,0.0,836.22,750.36
4753,442.86,0.0,0.0,269.99,0.0,874.66,649.65
4754,442.01,0.0,0.0,259.3,0.0,939.24,780.23
4755,402.91,0.0,0.0,124.6,7.49,1013.88,830.49
4756,421.55,0.0,0.0,184.65,0.0,934.35,915.86
4757,371.11,0.0,0.0,189.57,0.0,973.62,750.7
4758,275.74,137.93,0.0,160.58,7.39,903.25,742.23
4759,430.18,0.0,0.0,142.78,5.45,937.04,801.06
4760,352.11,0.0,0.0,188.06,0.0,1038.23,856.17
4761,331.08,0.0,0.0,223.4,0.0,1009.41,806.43
4762,395.96,0.0,0.0,182.81,0.0,988.79,685.57
4763,202.84,146.91,0.0,152.87,0.0,1138.88,851.1
4764,441.79,0.0,0.0,300.93,0.0,969.5,762.43
4765,201.36,192.64,0.0,163.95,0.0,1061.7,746.6
4766,270.01,139.88,0.0,224.93,0.0,952.44,635.37
4767,390.91,0.0,0.0,128.03,8.07,1155.12,805.84
4768,340.71,0.0,0.0,200.19,0.0,1084.29,752.01
4769,440.4,0.0,0.0,251.12,0.0,861.22,688.99
4770,296.76,0.0,111.42,281.15,0.0,1028.01,729.19
4771,276.07,129.64,0.0,126.71,8.2,899.68,776.03
4772,337.31,0.0,95.03,233.94,0.0,878.93,737.63
4773,250.25,181.39,0.0,141.14,5.23,1002.13,791.45
4774,418.19,0.0,0.0,155.14,7.19,959.46,677.67
4775,279.58,0.0,89.62,171.17,0.0,1038.58,913.15
4776,280.97,0.0,94.32,223.83,0.0,930.05,913.72
4777,387.87,0.0,0.0,130.48,7.04,904.55,815.76
4778,306.62,0.0,0.0,147.99,0.0,1011.35,796.65
4779,285.43,0.0,98.8,245.53,0.0,1026.42,787.95
4780,413.56,0.0,0.0,172.09,0.0,1058.73,752.98
4781,317.1,0.0,86.34,181.3,0.0,978.06,888.47
4782,199.58,191.34,0.0,250.13,0.0,1028.06,707.64
4783,186.71,141.84,0.0,149.03,0.0,1131.79,823.23
4784,220.9,134.69,0.0,115.56,7.44,1140.28,778.52
4785,366.13,0.0,0.0,223.12,0.0,863.65,816.2
4786,312.99,0.0,126.04,296.13,0.0,905.57,821.12
4787,361.26,0.0,0.0,113.62,7.22,909.75,832.29
4788,220.37,151.73,0.0,252.25,0.0,1007.91,696.15
4789,387.11,0.0,0.0,137.62,5.55,886.03,805.76
4790,415.37,0.0,0.0,190.45,0.0,939.19,741.91
4791,259.66,0.0,87.33,217.2,0.0,972.67,819.98
4792,208.02,144.19,0.0,227.74,0.0,1057.66,824.26
4793,413.39,0.0,0.0,231.82,0.0,1011.09,684.29
4794,240.48,148.13,0.0,246.06,0.0,952.5,740.99
4795,409.2,0.0,0.0,239.85,0.0,998.96,778.79
4796,288.07,138.55,0.0,243.03,0.0,990.95,776.79
4797,283.1,0.0,94.94,113.77,9.72,1121.23,764.07
4798,444.11,0.0,0.0,147.7,9.79,996.72,867.65
4799,407.19,0.0,0.0,133.83,8.11,1066.33,774.19
4800,370.54,0.0,0.0,131.74,5.83,1066.78,731.02
4801,208.66,126.0,0.0,100.64,5.83,1011.9,865.27
4802,327.22,0.0,0.0,158.27,0.0,1017.43,928.49
4803,424.87,0.0,0.0,168.98,8.72,955.97,683.3
4804,255.54,0.0,98.78,112.82,9.96,1034.97,974.98
4805,427.03,0.0,0.0,216.76,0.0,933.49,736.31
4806,241.56,193.75,0.0,238.08,0.0,1052.28,702.26
4807,296.65,0.0,124.99,182.38,0.0,896.89,874.48
4808,384.41,0.0,0.0,246.06,0.0,906.67,665.56
4809,301.1,0.0,128.88,129.71,8.84,894.63,816.31
4810,445.96,0.0,0.0,187.58,0.0,886.57,692.67
4811,381.79,0.0,0.0,215.88,0.0,953.04,690.48
4812,422.29,0.0,0.0,260.63,0.0,944.8,853.41
4813,431.74,0.0,0.0,160.33,7.58,912.41,702.67
4814,327.44,0.0,97.37,131.41,5.79,949.83,825.49
4815,155.42,148.13,0.0,166.12,0.0,1108.16,821.09
4816,165.03,158.6,0.0,216.5,0.0,1008.9,762.53
4817,201.15,150.86,0.0,232.1,0.0,921.23,751.09
4818,158.96,144.76,0.0,138.57,0.0,1134.36,763.54
4819,247.83,149.32,0.0,198.6,0.0,987.39,902.75
4820,182.62,149.97,0.0,125.17,6.35,1186.28,829.18
4821,259.35,0.0,86.99,154.48,0.0,1058.82,873.23
4822,445.02,0.0,0.0,261.65,0.0,935.27,845.13
4823,408.01,0.0,0.0,258.68,0.0,853.62,757.22
4824,407.75,0.0,0.0,145.14,9.2,910.78,798.21
4825,196.07,112.05,0.0,165.7,0.0,977.67,895.01
4826,358.1,0.0,0.0,181.32,0.0,1095.91,744.84
4827,295.11,0.0,94.25,116.84,9.59,940.27,923.52
4828,306.7,0.0,0.0,181.9,0.0,973.59,834.85
4829,422.75,0.0,0.0,235.52,0.0,871.01,738.44
4830,449.62,0.0,0.0,289.99,0.0,863.62,792.97
4831,217.15,100.49,0.0,116.93,8.21,1029.19,803.92
4832,242.1,0.0,85.5,207.05,0.0,961.71,820.32
4833,229.43,116.54,0.0,109.66,9.01,1098.55,743.57
4834,274.16,134.94,0.0,222.5,0.0,882.22,722.62
4835,391.47,0.0,0.0,134.18,5.42,972.2,756.05
4836,288.33,125.58,0.0,184.47,0.0,853.74,749.27
4837,428.11,0.0,0.0,167.91,9.87,872.84,741.26
4838,253.98,124.81,0.0,129.07,9.62,964.22,783.5
4839,416.4,0.0,0.0,213.18,0.0,915.22,778.91
4840,213.83,164.44,0.0,245.2,0.0,990.47,758.91
4841,353.49,0.0,90.69,301.82,0.0,844.53,764.74
4842,312.81,0.0,0.0,169.49,0.0,1137.52,808.93
4843,370.8,0.0,0.0,235.92,0.0,939.51,671.19
4844,191.57,175.57,0.0,186.22,0.0,1022.06,688.23
4845,396.02,0.0,0.0,242.97,0.0,932.41,917.26
4846,327.64,0.0,116.41,253.7,0.0,918.28,761.02
4847,416.99,0.0,0.0,156.91,6.4,1098.09,763.05
4848,197.74,164.15,0.0,240.0,0.0,964.63,780.84
4849,410.11,0.0,0.0,263.69,0.0,966.02,682.95
4850,425.06,0.0,0.0,218.61,0.0,903.08,662.71
4851,215.78,198.07,0.0,138.2,6.67,1099.52,776.4
4852,307.37,0.0,0.0,126.26,0.0,1064.47,711.13
4853,306.85,0.0,0.0,109.11,8.2,980.44,842.45
4854,372.75,0.0,0.0,121.45,7.4,1079.91,871.62
4855,327.19,0.0,0.0,138.56,0.0,1022.25,896.1
4856,371.69,0.0,0.0,252.05,0.0,966.31,700.22
4857,238.89,153.52,0.0,126.13,9.16,1113.35,824.4
4858,404.19,0.0,0.0,219.59,0.0,983.09,715.8
4859,436.18,0.0,0.0,279.86,0.0,930.65,725.89
4860,439.98,0.0,0.0,218.54,0.0,829.93,804.73
4861,294.1,0.0,89.75,236.7,0.0,992.91,794.62
4862,405.25,0.0,0.0,211.72,0.0,1070.4,759.26
4863,420.55,0.0,0.0,190.08,0.0,878.5,817.14
4864,284.36,0.0,85.5,188.57,0.0,982.8,702.04
4865,283.01,136.8,0.0,160.32,9.72,1041.53,854.35
4866,267.87,0.0,88.73,157.56,0.0,981.31,854.81
4867,400.5,0.0,0.0,262.38,0.0,985.32,796.3
4868,444.92,0.0,0.0,204.11,0.0,1047.68,749.09
4869,219.27,197.52,0.0,133.44,9.74,929.43,900.75
4870,276.72,0.0,100.32,214.59,0.0,992.06,758.05
4871,282.64,131.64,0.0,222.86,0.0,877.59,847.78
4872,221.23,0.0,80.58,168.68,0.0,1083.03,766.45
4873,264.52,131.19,0.0,169.22,0.0,1075.72,787.42
4874,429.13,0.0,0.0,162.68,6.25,1049.38,856.1
4875,304.77,0.0,104.56,243.99,0.0,837.42,806.24
4876,446.92,0.0,0.0,180.56,0.0,960.71,716.66
4877,353.26,0.0,0.0,169.15,0.0,1115.12,797.85
4878,308.94,0.0,77.83,190.92,0.0,875.96,804.15
4879,433.67,0.0,0.0,204.51,0.0,1076.04,759.63
4880,188.85,145.72,0.0,154.09,0.0,1010.0,704.41
4881,211.48,206.94,0.0,145.41,9.73,1019.73,884.25
4882,227.64,112.66,0.0,192.63,0.0,1040.68,799.77
4883,343.1,0.0,96.3,273.42,0.0,976.8,728.22
4884,436.13,0.0,0.0,223.24,0.0,930.97,655.4
4885,412.94,0.0,0.0,188.4,0.0,1103.77,770.35
4886,255.65,193.32,0.0,267.82,0.0,884.25,843.37
4887,408.96,0.0,0.0,246.32,0.0,1027.09,687.79
4888,224.9,109.68,0.0,143.18,0.0,1080.22,851.97
4889,379.55,0.0,0.0,223.9,0.0,843.31,765.63
4890,386.34,0.0,0.0,188.5,0.0,1048.24,804.94
4891,400.94,0.0,0.0,207.23,0.0,952.25,887.79
4892,286.08,0.0,84.87,177.45,0.0,977.32,765.59
4893,363.26,0.0,0.0,205.03,0.0,973.25,814.05
4894,449.77,0.0,0.0,305.2,0.0,855.7,832.02
4895,398.12,0.0,0.0,139.73,6.57,927.94,754.56
4896,385.21,0.0,0.0,229.49,0.0,929.93,909.0
4897,338.86,0.0,106.14,230.4,0.0,901.39,899.63
4898,174.54,161.96,0.0,110.28,9.56,924.39,835.11
4899,197.75,161.96,0.0,195.21,0.0,1011.91,895.39
4900,272.6,0.0,83.11,233.95,0.0,991.4,800.15
4901,447.96,0.0,0.0,264.5,0.0,939.02,649.58
4902,303.9,0.0,111.11,264.53,0.0,938.02,762.21
4903,329.28,0.0,103.0,236.29,0.0,870.05,853.54
4904,202.81,153.83,0.0,142.31,7.99,943.74,800.01
4905,354.3,0.0,0.0,184.87,0.0,964.22,855.86
4906,442.71,0.0,0.0,213.88,0.0,997.78,772.92
4907,197.17,196.5,0.0,125.67,8.73,1019.95,700.39
4908,235.41,0.0,99.94,142.58,0.0,1004.78,885.37
4909,252.89,170.41,0.0,223.78,0.0,948.7,662.68
4910,423.82,0.0,0.0,270.22,0.0,966.11,650.67
4911,326.52,0.0,114.38,259.52,0.0,880.92,707.82
4912,408.4,0.0,0.0,226.89,0.0,922.58,816.67
4913,434.53,0.0,0.0,294.24,0.0,928.52,670.99
4914,285.19,0.0,109.52,191.86,0.0,940.56,815.26
4915,397.71,0.0,0.0,177.25,0.0,1058.23,749.99
4916,277.73,169.35,0.0,245.44,0.0,1047.92,723.96
4917,354.47,0.0,0.0,129.36,6.48,1136.79,862.09
4918,439.49,0.0,0.0,242.05,0.0,901.92,678.4
4919,387.61,0.0,0.0,161.24,0.0,843.01,833.69
4920,210.79,199.36,0.0,279.76,0.0,867.88,788.29
4921,436.4,0.0,0.0,137.09,9.82,1032.28,800.05
4922,253.22,143.39,0.0,265.19,0.0,909.41,897.25
4923,280.88,0.0,97.78,246.39,0.0,1083.81,761.27
4924,390.86,0.0,0.0,211.57,0.0,881.52,823.53
4925,446.26,0.0,0.0,137.84,6.0,1028.75,754.41
4926,418.67,0.0,0.0,225.19,0.0,1090.14,741.51
4927,319.22,0.0,0.0,139.36,0.0,1092.75,761.32
4928,318.16,0.0,100.67,209.79,0.0,939.68,648.07
4929,191.27,150.51,0.0,175.52,0.0,894.88,877.93
4930,326.96,0.0,0.0,101.71,5.5,1218.83,825.3
4931,426.6,0.0,0.0,261.41,0.0,826.02,702.34
4932,386.02,0.0,0.0,169.41,0.0,928.49,922.9
4933,438.39,0.0,0.0,141.39,8.86,1014.1,827.35
4934,205.59,197.49,0.0,128.94,7.92,948.28,851.95
4935,443.76,0.0,0.0,283.54,0.0,969.6,667.11
4936,316.13,0.0,108.17,268.61,0.0,792.12,777.97
4937,420.64,0.0,0.0,289.83,0.0,848.32,707.33
4938,352.52,0.0,0.0,161.96,0.0,981.38,920.58
4939,441.63,0.0,0.0,210.98,0.0,970.18,753.16
4940,264.01,165.62,0.0,153.21,5.01,975.67,761.7
4941,365.61,0.0,0.0,156.58,0.0,867.84,841.84
4942,353.79,0.0,0.0,234.71,0.0,1011.66,861.77
4943,395.07,0.0,0.0,140.43,8.08,1098.91,847.74
4944,257.63,150.99,0.0,209.76,0.0,1066.96,741.14
4945,217.92,106.72,0.0,160.79,0.0,1025.36,823.12
4946,418.47,0.0,0.0,186.42,0.0,957.68,668.97
4947,318.48,0.0,0.0,101.35,5.43,1035.19,859.58
4948,207.02,170.96,0.0,237.05,0.0,993.44,724.6
4949,189.43,166.21,0.0,236.36,0.0,981.4,896.05
4950,259.04,154.46,0.0,152.8,8.45,1146.33,774.6
4951,222.89,204.78,0.0,286.39,0.0,764.31,722.1
4952,309.73,0.0,132.58,231.79,0.0,1007.15,734.48
4953,286.7,149.79,0.0,281.24,0.0,907.17,640.3
4954,449.14,0.0,0.0,312.04,0.0,964.05,687.05
4955,257.84,0.0,109.38,118.73,5.27,995.43,963.44
4956,260.05,123.83,0.0,227.11,0.0,891.67,870.56
4957,435.76,0.0,0.0,203.87,0.0,983.48,819.98
4958,427.88,0.0,0.0,242.3,0.0,1005.65,681.32
4959,313.44,0.0,93.99,254.48,0.0,922.33,788.41
4960,318.18,0.0,98.1,151.89,7.38,1052.72,796.29
4961,424.45,0.0,0.0,151.92,9.59,934.28,690.62
4962,379.76,0.0,0.0,152.73,0.0,934.0,859.65
4963,208.05,206.07,0.0,148.34,5.89,975.67,867.31
4964,265.3,0.0,107.6,178.95,0.0,1068.58,873.11
4965,286.88,0.0,101.23,256.83,0.0,890.38,787.64
4966,345.58,0.0,0.0,215.88,0.0,940.58,769.0
4967,277.91,0.0,101.07,128.53,6.08,1054.96,722.3
4968,399.35,0.0,0.0,250.71,0.0,960.0,801.73
4969,442.57,0.0,0.0,151.04,8.11,887.2,726.81
4970,441.21,0.0,0.0,287.49,0.0,925.82,677.46
4971,228.88,189.43,0.0,157.38,5.12,865.97,817.07
4972,261.86,142.85,0.0,274.52,0.0,895.0,794.69
4973,441.74,0.0,0.0,295.53,0.0,815.1,681.16
4974,315.02,0.0,0.0,144.88,0.0,1001.88,740.8
4975,410.2,0.0,0.0,162.77,6.03,985.6,783.33
4976,238.69,0.0,88.77,187.87,0.0,926.78,829.74
